dataset,model,class_pair,target_idx,selector,selector_label,fraction,candidate_count,k,overlap,overlap_at_k,random_expected_overlap_at_k
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.1,5000,500,129,0.258,0.1
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.1,5000,500,368,0.736,0.1
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,dog-bird,9731,beta0,GRAFT (\beta=0),0.2,5000,1000,358,0.358,0.2
CIFAR10,VGG13BN,dog-bird,9731,beta1,GRAFT+ (\beta=1),0.2,5000,1000,712,0.712,0.2
CIFAR10,VGG13BN,dog-bird,9731,A,Backbone alignment A,0.2,5000,1000,998,0.998,0.2
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.005,5000,25,22,0.88,0.005
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.01,5000,50,7,0.14,0.01
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.01,5000,50,41,0.82,0.01
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.02,5000,100,12,0.12,0.02
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.02,5000,100,81,0.81,0.02
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.05,5000,250,49,0.196,0.05
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.05,5000,250,194,0.776,0.05
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.1,5000,500,139,0.278,0.1
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.1,5000,500,370,0.74,0.1
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,frog-airplane,2783,beta0,GRAFT (\beta=0),0.2,5000,1000,378,0.378,0.2
CIFAR10,VGG13BN,frog-airplane,2783,beta1,GRAFT+ (\beta=1),0.2,5000,1000,709,0.709,0.2
CIFAR10,VGG13BN,frog-airplane,2783,A,Backbone alignment A,0.2,5000,1000,998,0.998,0.2
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.002,5000,10,8,0.8,0.002
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.005,5000,25,2,0.08,0.005
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.005,5000,25,23,0.92,0.005
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.01,5000,50,6,0.12,0.01
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.01,5000,50,43,0.86,0.01
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.02,5000,100,15,0.15,0.02
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.02,5000,100,73,0.73,0.02
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.05,5000,250,50,0.2,0.05
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.05,5000,250,168,0.672,0.05
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.05,5000,250,248,0.992,0.05
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.1,5000,500,142,0.284,0.1
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.1,5000,500,314,0.628,0.1
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.1,5000,500,494,0.988,0.1
CIFAR10,VGG13BN,frog-airplane,2507,beta0,GRAFT (\beta=0),0.2,5000,1000,387,0.387,0.2
CIFAR10,VGG13BN,frog-airplane,2507,beta1,GRAFT+ (\beta=1),0.2,5000,1000,606,0.606,0.2
CIFAR10,VGG13BN,frog-airplane,2507,A,Backbone alignment A,0.2,5000,1000,990,0.99,0.2
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.005,5000,25,2,0.08,0.005
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.005,5000,25,24,0.96,0.005
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.01,5000,50,3,0.06,0.01
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.01,5000,50,39,0.78,0.01
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.02,5000,100,11,0.11,0.02
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.02,5000,100,78,0.78,0.02
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.05,5000,250,60,0.24,0.05
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.05,5000,250,176,0.704,0.05
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.05,5000,250,247,0.988,0.05
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.1,5000,500,159,0.318,0.1
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.1,5000,500,304,0.608,0.1
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.1,5000,500,497,0.994,0.1
CIFAR10,VGG13BN,frog-airplane,6738,beta0,GRAFT (\beta=0),0.2,5000,1000,408,0.408,0.2
CIFAR10,VGG13BN,frog-airplane,6738,beta1,GRAFT+ (\beta=1),0.2,5000,1000,597,0.597,0.2
CIFAR10,VGG13BN,frog-airplane,6738,A,Backbone alignment A,0.2,5000,1000,992,0.992,0.2
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.002,5000,10,8,0.8,0.002
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.005,5000,25,19,0.76,0.005
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.01,5000,50,3,0.06,0.01
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.01,5000,50,44,0.88,0.01
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.02,5000,100,10,0.1,0.02
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.02,5000,100,83,0.83,0.02
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.05,5000,250,37,0.148,0.05
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.05,5000,250,190,0.76,0.05
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.1,5000,500,132,0.264,0.1
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.1,5000,500,352,0.704,0.1
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,frog-airplane,5787,beta0,GRAFT (\beta=0),0.2,5000,1000,386,0.386,0.2
CIFAR10,VGG13BN,frog-airplane,5787,beta1,GRAFT+ (\beta=1),0.2,5000,1000,687,0.687,0.2
CIFAR10,VGG13BN,frog-airplane,5787,A,Backbone alignment A,0.2,5000,1000,998,0.998,0.2
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.002,5000,10,7,0.7,0.002
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.005,5000,25,22,0.88,0.005
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.01,5000,50,1,0.02,0.01
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.01,5000,50,43,0.86,0.01
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.02,5000,100,4,0.04,0.02
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.02,5000,100,82,0.82,0.02
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.05,5000,250,33,0.132,0.05
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.05,5000,250,200,0.8,0.05
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.1,5000,500,115,0.23,0.1
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.1,5000,500,376,0.752,0.1
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,frog-airplane,7815,beta0,GRAFT (\beta=0),0.2,5000,1000,358,0.358,0.2
CIFAR10,VGG13BN,frog-airplane,7815,beta1,GRAFT+ (\beta=1),0.2,5000,1000,708,0.708,0.2
CIFAR10,VGG13BN,frog-airplane,7815,A,Backbone alignment A,0.2,5000,1000,995,0.995,0.2
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.002,5000,10,1,0.1,0.002
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.002,5000,10,8,0.8,0.002
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.005,5000,25,19,0.76,0.005
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.01,5000,50,4,0.08,0.01
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.01,5000,50,43,0.86,0.01
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.02,5000,100,9,0.09,0.02
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.02,5000,100,83,0.83,0.02
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.05,5000,250,41,0.164,0.05
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.05,5000,250,183,0.732,0.05
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.05,5000,250,248,0.992,0.05
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.1,5000,500,119,0.238,0.1
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.1,5000,500,347,0.694,0.1
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.1,5000,500,497,0.994,0.1
CIFAR10,VGG13BN,frog-airplane,5074,beta0,GRAFT (\beta=0),0.2,5000,1000,345,0.345,0.2
CIFAR10,VGG13BN,frog-airplane,5074,beta1,GRAFT+ (\beta=1),0.2,5000,1000,650,0.65,0.2
CIFAR10,VGG13BN,frog-airplane,5074,A,Backbone alignment A,0.2,5000,1000,996,0.996,0.2
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.002,5000,10,1,0.1,0.002
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.002,5000,10,8,0.8,0.002
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.005,5000,25,2,0.08,0.005
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.01,5000,50,5,0.1,0.01
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.01,5000,50,42,0.84,0.01
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.02,5000,100,15,0.15,0.02
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.02,5000,100,77,0.77,0.02
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.05,5000,250,61,0.244,0.05
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.05,5000,250,185,0.74,0.05
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.05,5000,250,248,0.992,0.05
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.1,5000,500,153,0.306,0.1
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.1,5000,500,360,0.72,0.1
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,frog-airplane,7356,beta0,GRAFT (\beta=0),0.2,5000,1000,405,0.405,0.2
CIFAR10,VGG13BN,frog-airplane,7356,beta1,GRAFT+ (\beta=1),0.2,5000,1000,666,0.666,0.2
CIFAR10,VGG13BN,frog-airplane,7356,A,Backbone alignment A,0.2,5000,1000,994,0.994,0.2
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.005,5000,25,1,0.04,0.005
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.005,5000,25,21,0.84,0.005
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.005,5000,25,24,0.96,0.005
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.01,5000,50,3,0.06,0.01
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.01,5000,50,43,0.86,0.01
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.02,5000,100,9,0.09,0.02
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.02,5000,100,88,0.88,0.02
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.05,5000,250,35,0.14,0.05
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.05,5000,250,213,0.852,0.05
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.05,5000,250,249,0.996,0.05
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.1,5000,500,112,0.224,0.1
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.1,5000,500,374,0.748,0.1
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.1,5000,500,499,0.998,0.1
CIFAR10,VGG13BN,frog-airplane,8267,beta0,GRAFT (\beta=0),0.2,5000,1000,375,0.375,0.2
CIFAR10,VGG13BN,frog-airplane,8267,beta1,GRAFT+ (\beta=1),0.2,5000,1000,700,0.7,0.2
CIFAR10,VGG13BN,frog-airplane,8267,A,Backbone alignment A,0.2,5000,1000,999,0.999,0.2
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.001,5000,5,4,0.8,0.001
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.005,5000,25,0,0.0,0.005
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.005,5000,25,22,0.88,0.005
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.005,5000,25,24,0.96,0.005
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.01,5000,50,2,0.04,0.01
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.01,5000,50,42,0.84,0.01
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.01,5000,50,50,1.0,0.01
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.02,5000,100,6,0.06,0.02
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.02,5000,100,84,0.84,0.02
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.02,5000,100,100,1.0,0.02
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.05,5000,250,39,0.156,0.05
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.05,5000,250,203,0.812,0.05
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.05,5000,250,248,0.992,0.05
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.1,5000,500,119,0.238,0.1
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.1,5000,500,355,0.71,0.1
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.1,5000,500,498,0.996,0.1
CIFAR10,VGG13BN,frog-airplane,2264,beta0,GRAFT (\beta=0),0.2,5000,1000,423,0.423,0.2
CIFAR10,VGG13BN,frog-airplane,2264,beta1,GRAFT+ (\beta=1),0.2,5000,1000,696,0.696,0.2
CIFAR10,VGG13BN,frog-airplane,2264,A,Backbone alignment A,0.2,5000,1000,996,0.996,0.2
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.001,5000,5,0,0.0,0.001
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.001,5000,5,5,1.0,0.001
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.002,5000,10,0,0.0,0.002
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.002,5000,10,9,0.9,0.002
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.002,5000,10,10,1.0,0.002
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.005,5000,25,0,0.0,0.005
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.005,5000,25,23,0.92,0.005
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.005,5000,25,25,1.0,0.005
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.01,5000,50,1,0.02,0.01
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.01,5000,50,43,0.86,0.01
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.01,5000,50,49,0.98,0.01
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.02,5000,100,4,0.04,0.02
CIFAR10,VGG13BN,frog-airplane,6481,beta1,GRAFT+ (\beta=1),0.02,5000,100,86,0.86,0.02
CIFAR10,VGG13BN,frog-airplane,6481,A,Backbone alignment A,0.02,5000,100,99,0.99,0.02
CIFAR10,VGG13BN,frog-airplane,6481,beta0,GRAFT (\beta=0),0.05,5000,250,37,0.148,0.05
